19,23,22,21,24,18,0,0
19,23,23,22,24,18,0,0
19,23,22,21,24,18,0,0
19,23,23,22,24,18,0,0
19,23,22,21,24,18,0,0
20,23,23,22,24,18,0,0
20,23,23,22,25,18,0,0
19,23,22,21,24,18,0,0
20,23,23,22,25,18,0,0
19,23,22,21,24,18,0,0
19,23,22,21,24,18,0,0
20,24,23,22,25,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,25,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,25,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,25,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,25,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,24,18,0,0
19,24,22,21,24,18,0,0
20,24,23,22,24,18,0,0
19,23,22,21,24,18,0,0
20,24,23,22,24,18,0,0
19,23,22,21,24,18,0,0
19,24,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,24,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,24,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,24,23,22,24,18,0,0
20,23,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,23,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,23,23,22,24,18,0,0
19,23,22,21,23,18,0,0
20,23,23,22,23,18,0,0
19,23,22,21,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,23,22,23,18,0,0
19,23,23,22,23,18,0,0
19,23,22,21,22,18,0,0
19,23,22,22,23,18,0,0
19,23,21,21,22,18,0,0
19,23,22,22,23,18,0,0
19,23,21,21,22,18,0,0
19,23,22,22,23,18,0,0
19,23,21,21,22,18,0,0
19,23,22,22,23,18,0,0
19,22,21,21,22,18,0,0
19,23,22,21,23,18,0,0
19,22,21,21,22,18,0,0
19,23,22,21,23,18,0,0
19,22,21,21,22,18,0,0
19,22,22,21,23,18,0,0
19,22,21,21,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,21,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,21,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,21,22,18,0,0
19,22,22,22,22,18,0,0
19,22,21,21,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,21,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,21,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,21,21,20,21,18,0,0
19,21,22,21,21,18,0,0
19,21,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,21,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,21,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,21,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,21,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,22,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,22,22,21,21,18,0,0
19,21,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,22,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,23,22,21,22,18,0,0
19,22,21,20,21,18,0,0
19,23,22,21,22,18,0,0
20,23,21,20,22,18,0,0
19,23,22,21,22,18,0,0
20,23,21,20,22,18,0,0
20,24,22,21,22,18,0,0
20,24,21,20,22,18,0,0
20,25,22,21,23,19,0,0
20,24,21,20,22,19,0,0
20,25,22,21,23,19,0,0
20,25,21,20,22,19,0,0
20,26,23,21,23,19,0,0
21,26,21,20,23,19,0,0
20,27,23,21,23,19,0,0
20,27,23,21,23,19,0,0
21,27,21,20,23,19,0,0
21,27,21,20,23,19,0,0
20,28,23,21,23,19,0,0
21,28,23,21,23,20,0,0
22,27,21,20,23,19,0,0
21,28,23,21,23,20,0,0
22,27,21,20,23,20,0,0
21,29,23,21,24,20,0,0
